id,created_at,updated_at,user,name,phone,email,courier,shippingMethod,shippingCost,totalProduct,totalPrice,transactionId
956,2023-11-03 07:17:19,2023-11-03 07:17:19,956,alfiyatu zahroh,7408605160,alfiyatu_zahroh@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,125000,trs-a0ec15bf-b109-454a-a7bc-0cb7bbfdfb30
957,2023-11-03 07:17:19,2023-11-03 07:17:19,957,miftakhul qolbi,610.676.2780,miftakhul_qolbi@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,130000,trs-427357b0-5a23-4e3a-b4a2-eb8deeb9d25c
958,2023-11-03 07:17:19,2023-11-03 07:17:19,958,abdullah afif azzuhri,437.501.2690,abdullah_afif_azzuhri@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,153000,trs-6600a968-d8d0-4b0f-86c5-3e2688eeb30b
959,2023-11-03 07:17:19,2023-11-03 07:17:19,959,afifah azzahroh,+1-437-419-8944x940,afifah_azzahroh@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,32000,trs-e513359c-9715-44b3-b66b-9857db47f18a
960,2023-11-03 07:17:18,2023-11-03 07:17:18,960,kevin kenzi al firmansyah,(243)654-2858,kevin_kenzi_al_firmansyah@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,240000,trs-879406f0-2fde-4eb5-9fb1-adbee3cb34dd
961,2023-11-03 07:17:17,2023-11-03 07:17:17,961,muhaimin,001-374-282-5080x4313,muhaimin@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,147000,trs-af9265c1-9e85-48d1-b9ea-1b38cf7a1c45
962,2023-11-03 07:17:17,2023-11-03 07:17:17,962,dwi rukiyah,4123874107,dwi_rukiyah@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,172000,trs-06f3c3c3-e349-4d19-bcd4-77e4176bd968
963,2023-11-03 07:17:17,2023-11-03 07:17:17,963,azuwa fatkur alkholif,8836427894,azuwa_fatkur_alkholif@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,260000,trs-e590adc5-1385-4e94-9e85-e8531b1ae150
964,2023-11-03 07:17:17,2023-11-03 07:17:17,964,binti,387-618-4950x348,binti@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,167000,trs-076bd72e-f712-47a2-891d-95b3da0bd6ae
965,2023-11-03 07:17:17,2023-11-03 07:17:17,965,andi baskoro,578.368.5236x6255,andi_baskoro@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,166000,trs-f5f8e703-e0ca-4829-96cc-ec461b95cbc6
966,2023-11-03 07:17:16,2023-11-03 07:17:16,966,muhammad habibullah,(954)507-9238,muhammad_habibullah@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,24900,trs-a82977e7-f5b3-45ff-bad2-9390ebc374fa
967,2023-11-03 07:17:16,2023-11-03 07:17:16,967,ira afrianti,8402799800,ira_afrianti@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,107900,trs-52d47b19-884b-4dd3-bc29-b8c2d012228c
968,2023-11-03 07:17:16,2023-11-03 07:17:16,968,misbahatussudury,(741)355-1734x7166,misbahatussudury@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,168900,trs-770bac8e-ea3f-4e9e-9361-65463919ad60
969,2023-11-03 07:17:15,2023-11-03 07:17:15,969,manto gumes,959-204-8828,manto_gumes@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,144900,trs-a7897607-7eb8-4905-a912-c79b28c0344f
970,2023-11-03 07:17:15,2023-11-03 07:17:15,970,tumirah,398.600.4624,tumirah@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,63900,trs-3decebcd-00ec-4c4d-b897-b01169fc1bda
971,2023-11-03 07:17:15,2023-11-03 07:17:15,971,ali mustopo,001-566-715-7998x31702,ali_mustopo@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,55500,trs-2cfa2b5d-ebf2-4042-9942-936184a9e8c0
972,2023-11-03 07:17:15,2023-11-03 07:17:15,972,siti maemunah,(474)767-4631x033,siti_maemunah@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,551500,trs-92ed1d9f-aaae-42a6-9725-414afe055882
973,2023-11-03 07:17:15,2023-11-03 07:17:15,973,aisah,795.312.4196x16744,aisah@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,559500,trs-a809ad52-751d-4940-bc92-bc8c5f8b6601
974,2023-11-03 07:17:14,2023-11-03 07:17:14,974,sapin,(648)454-2836x08125,sapin@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,141500,trs-01896751-c9e1-4f81-b27f-e29d9c6f3119
975,2023-11-03 07:17:14,2023-11-03 07:17:14,975,nur khalim,327-373-2108,nur_khalim@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,188000,trs-000dfdad-c778-4e96-be66-738cbf253af7
976,2023-11-03 07:17:14,2023-11-03 07:17:14,976,isni,452-905-7739x205,isni@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,3038000,trs-8527f649-9111-43ce-9676-398923a84960
977,2023-11-03 07:17:14,2023-11-03 07:17:14,977,suprihatin,404-360-4875,suprihatin@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,302000,trs-8c4c385c-0466-4aaa-9551-1f0991a37c84
978,2023-11-03 07:17:13,2023-11-03 07:17:13,978,peni untari,+1-660-979-1746x5279,peni_untari@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,230000,trs-9c2cd2e8-49bd-42f5-b292-6bbedae1e3e1
979,2023-11-03 07:17:13,2023-11-03 07:17:13,979,tomi ramdani,(572)362-0411x829,tomi_ramdani@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,258000,trs-6636a64b-25b9-40fd-a2e5-7eef85e545a7
980,2023-11-03 07:17:13,2023-11-03 07:17:13,980,riki supendi,300.831.0575x65153,riki_supendi@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,314000,trs-75e1b70a-38f9-4437-802a-df205c20ad13
981,2023-11-03 07:17:13,2023-11-03 07:17:13,981,sahid,422-206-9768,sahid@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,109000,trs-424f03e9-6c07-49c8-8e74-61811c653c70
982,2023-11-03 07:17:13,2023-11-03 07:17:13,982,siti juwariyah,(638)952-9006x9773,siti_juwariyah@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,44010,trs-2451d681-9e71-41b3-aa8d-9b547208b277
983,2023-11-03 07:17:12,2023-11-03 07:17:12,983,miftachul huda,726-401-4787,miftachul_huda@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,51900,trs-f163982d-faa8-407f-8d80-071ede71e355
984,2023-11-03 07:17:12,2023-11-03 07:17:12,984,nur jannah,001-800-410-0955x164,nur_jannah@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,134500,trs-6f91ae54-fbcf-4796-96b3-c72887693bd4
985,2023-11-03 07:17:12,2023-11-03 07:17:12,985,m. nasirudin,(256)614-9856,m._nasirudin@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,52900,trs-337c1f8f-8e99-44be-b644-59016f04fb1e
986,2023-11-03 07:17:12,2023-11-03 07:17:12,986,choiriyah,001-356-996-2357x45734,choiriyah@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,891700,trs-6bd1cecc-862d-4edc-8c7e-b7688246539a
987,2023-11-03 07:17:12,2023-11-03 07:17:12,987,sagiman,+1-407-366-9109x79058,sagiman@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,706000,trs-769944f7-69b4-431f-abb0-398e817f7398
988,2023-11-03 07:17:11,2023-11-03 07:17:11,988,sutinah,+1-500-232-8292x64872,sutinah@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,105100,trs-dcc22a19-3090-42ae-bef6-42060e4839c9
989,2023-11-03 07:17:11,2023-11-03 07:17:11,989,elisnawati,434-629-8035,elisnawati@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,237900,trs-2b306a1b-7826-4c91-9f9c-d8c0aa232d8d
990,2023-11-03 07:17:11,2023-11-03 07:17:11,990,winda aprilia,(579)693-0873,winda_aprilia@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,1869300,trs-99b2ca87-e587-47f1-abf8-bc059a68f091
991,2023-11-03 07:17:10,2023-11-03 07:17:10,991,sudadi,920-753-5877x57765,sudadi@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,2808000,trs-d3c7b227-a47e-435a-9d88-ba64eb73396e
992,2023-11-03 07:17:10,2023-11-03 07:17:10,992,supriyo susanto,+1-688-720-0205x912,supriyo_susanto@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,266000,trs-9fc380d3-3456-463e-bb1c-7b6752f79fc1
993,2023-11-03 07:17:10,2023-11-03 07:17:10,993,sri mulyati,300.508.6023x0672,sri_mulyati@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,3829000,trs-9c2d621e-4e9d-47c9-ae89-43f7853c92f8
994,2023-11-03 07:17:10,2023-11-03 07:17:10,994,dinda dwi merliana,+1-914-629-0076x1039,dinda_dwi_merliana@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,1062802,trs-74cb347f-046d-4b5e-a6ed-3aaead8519de
995,2023-11-03 07:17:10,2023-11-03 07:17:10,995,ardy ramadhani,335.583.9802x56097,ardy_ramadhani@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,1616000,trs-a3ee3b60-4066-4d08-8292-1fc6fef289fb
996,2023-11-03 07:17:10,2023-11-03 07:17:10,996,wagino,(581)329-5950x119,wagino@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,118000,trs-d30af1db-4685-4199-a2fc-5746e7e758ea
997,2023-11-03 07:17:10,2023-11-03 07:17:10,997,sri rejeki,(428)921-6201x34487,sri_rejeki@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,138000,trs-509b71d2-4c91-4998-a47a-c15f31486c4a
998,2023-11-03 07:17:10,2023-11-03 07:17:10,998,diky handriansyah,7119616713,diky_handriansyah@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,152000,trs-83d6e0ef-10a1-4231-ae94-cb9bea7ee402
999,2023-11-03 07:17:09,2023-11-03 07:17:09,999,giono,907.484.7712x718,giono@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,25000,trs-60af9e7d-e786-4707-b261-3f7eb10f975c
1000,2023-11-03 07:17:09,2023-11-03 07:17:09,1000,ismiyati,(787)206-7348,ismiyati@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,248000,trs-d7a7d686-ec79-4bec-93c6-ea77b1f29bf1
1001,2023-11-03 07:17:07,2023-11-03 07:17:07,1001,bayu istanto,(686)983-7781x7593,bayu_istanto@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,146000,trs-4a57ac07-ef79-49a5-871c-03e6062c5c4e
1002,2023-11-03 07:17:07,2023-11-03 07:17:07,1002,indah bunga hati,+1-990-685-9220x3784,indah_bunga_hati@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,165000,trs-bdb57977-2e82-401d-a890-10324a944498
1003,2023-11-03 07:17:07,2023-11-03 07:17:07,1003,waelan,(854)952-6320x5033,waelan@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,268000,trs-8223e80b-176f-4ca9-a8d7-a331e99d5906
1004,2023-11-03 07:17:06,2023-11-03 07:17:06,1004,rastina,001-942-838-9713x4191,rastina@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,166000,trs-99a7240c-c8b3-4f60-8fc4-c5e724350ec5
1005,2023-11-03 07:17:06,2023-11-03 07:17:06,1005,hari kurniawan,001-591-932-7434,hari_kurniawan@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,159000,trs-95e65472-27ac-4c26-bdaa-1849e1d1290d
1006,2023-11-03 07:17:06,2023-11-03 07:17:06,1006,umi maslikhah,893.610.8345x70827,umi_maslikhah@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,32900,trs-004b547a-4eec-45b3-9fb0-692a5d442c82
1007,2023-11-03 07:17:06,2023-11-03 07:17:06,1007,lilik supriyanto,567-404-1704x528,lilik_supriyanto@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,106900,trs-630dc6a5-7649-4390-8902-1d907a175ac5
1008,2023-11-03 07:17:05,2023-11-03 07:17:05,1008,sunarti,001-374-563-8666x01819,sunarti@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,161900,trs-c43d5819-7837-4d8d-895d-ce8c2c887982
1009,2023-11-03 07:17:05,2023-11-03 07:17:05,1009,revianita inka hadi,+1-348-517-8817x1831,revianita_inka_hadi@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,152900,trs-2d31f5b6-319d-4f4d-a807-8508ac90cb4d
1010,2023-11-03 07:17:05,2023-11-03 07:17:05,1010,agung susilo,405-228-2858x1941,agung_susilo@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,62900,trs-87b67632-e990-402c-8188-52665fe27648
1011,2023-11-03 07:17:05,2023-11-03 07:17:05,1011,ira susanti,4168055116,ira_susanti@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,48500,trs-dd26420b-607b-4fc0-a725-bfb03e3f39f6
1012,2023-11-03 07:17:04,2023-11-03 07:17:04,1012,silvia ayu nadira rahmawati,543.321.1920x5155,silvia_ayu_nadira_rahmawati@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,559500,trs-0dd56b12-0a93-4e68-976b-4c4f5cd25054
1013,2023-11-03 07:17:04,2023-11-03 07:17:04,1013,ngadiman,+1-932-968-3032x41948,ngadiman@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,558500,trs-1cf0698e-95e7-4bb4-b696-7217a55f9e0b
1014,2023-11-03 07:17:04,2023-11-03 07:17:04,1014,sriyatun,(461)320-6258,sriyatun@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,134500,trs-bd1ff756-c42a-45ce-bd79-b57a3dbc5b83
1015,2023-11-03 07:17:03,2023-11-03 07:17:03,1015,een romlah,513-632-7324,een_romlah@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,196000,trs-1299f60d-e66a-44d7-b3fb-973938b7ea54
1016,2023-11-03 07:17:03,2023-11-03 07:17:03,1016,abdul rahman,392-266-3010x0575,abdul_rahman@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,3037000,trs-f02114a0-cf71-4e48-8ba5-b920fcd22f33
1017,2023-11-03 07:17:03,2023-11-03 07:17:03,1017,m. zaenuri,686-971-4865x70614,m._zaenuri@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,295000,trs-9c2f506c-4cbd-4750-8d48-6291b2b33f09
1018,2023-11-03 07:17:03,2023-11-03 07:17:03,1018,tri murtini,001-352-962-5973x52790,tri_murtini@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,238000,trs-16f61a26-10e1-4d2b-a6e5-453436689b37
1019,2023-11-03 07:17:02,2023-11-03 07:17:02,1019,leny faridhotul mutmaini,445-532-2448x28218,leny_faridhotul_mutmaini@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,257000,trs-c784e1ae-dbe3-479b-811c-9712aa0d2af7
1020,2023-11-03 07:17:02,2023-11-03 07:17:02,1020,azizah hanifatur rahma,+1-258-409-4846x09894,azizah_hanifatur_rahma@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,307000,trs-58a061d4-28d3-446a-9717-090d03cea607
1021,2023-11-03 07:17:02,2023-11-03 07:17:02,1021,ahmad hasinul fikqih,958-968-9710,ahmad_hasinul_fikqih@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,117000,trs-f82a7ecb-6f8e-4890-b1ff-43f9949e171a
1022,2023-11-03 07:17:00,2023-11-03 07:17:00,1022,annida hasnaul atika,(563)541-0747x6475,annida_hasnaul_atika@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,43010,trs-9351430d-2269-4cb0-af1b-c7de2ed70dfe
1023,2023-11-03 07:17:00,2023-11-03 07:17:00,1023,jalal,001-512-263-4389,jalal@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,44900,trs-c9716ccb-cff6-4b70-9cdc-98421dc73d6c
1024,2023-11-03 07:16:59,2023-11-03 07:16:59,1024,supri ani,877-780-9611x900,supri_ani@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,142500,trs-58446865-7d31-4026-97fd-07861af9cee0
1025,2023-11-03 07:16:59,2023-11-03 07:16:59,1025,muhammad rikza rohmana,+1-324-368-7151x229,muhammad_rikza_rohmana@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,51900,trs-3f67692b-fb98-4411-af7a-ae5b48e472a6
1026,2023-11-03 07:16:59,2023-11-03 07:16:59,1026,aila annafi'an zaini,7872474009,aila_annafi'an_zaini@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,884700,trs-899f2359-dd48-4e93-9bdd-886e7bf831d1
1027,2023-11-03 07:16:59,2023-11-03 07:16:59,1027,novi ayu sharafina,686-962-3788x55438,novi_ayu_sharafina@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,714000,trs-86e57d06-efb2-4a36-b897-019e48b05c58
1028,2023-11-03 07:16:59,2023-11-03 07:16:59,1028,nova ayu sharafika,+1-629-608-9454x2147,nova_ayu_sharafika@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,104100,trs-8ca31b74-df25-4206-aa3b-8fb6b55968ff
1029,2023-11-03 07:16:59,2023-11-03 07:16:59,1029,samsuri,8575698464,samsuri@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,230900,trs-f4d6aed4-0bf3-4122-a3df-6337d0bbb442
1030,2023-11-03 07:16:59,2023-11-03 07:16:59,1030,ani,408-239-0994,ani@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,1877300,trs-f1cd519d-fb6f-4418-8564-a0c288f07782
1031,2023-11-03 07:16:59,2023-11-03 07:16:59,1031,santi susanti,001-842-825-9787,santi_susanti@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,2807000,trs-a4aabeb5-2e36-486c-8365-99ab0decddbf
1032,2023-11-03 07:16:59,2023-11-03 07:16:59,1032,nyaman,680-425-6241x30063,nyaman@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,259000,trs-9f1f2ce1-5ee1-4314-a9d5-e92e4fe13c5a
1033,2023-11-03 07:16:59,2023-11-03 07:16:59,1033,rusmiyati,9594601964,rusmiyati@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,3837000,trs-82752b5f-bf5d-49bb-ab2a-0c11ca95c8fb
1034,2023-11-03 07:16:59,2023-11-03 07:16:59,1034,taufik usman,(935)404-4368,taufik_usman@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,1061802,trs-e1b10edf-6a9d-44dd-869a-1cc7189c8c67
1035,2023-11-03 07:16:59,2023-11-03 07:16:59,1035,suci melia putri,(247)716-1977x769,suci_melia_putri@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,1609000,trs-3c881951-9819-4126-b32f-18c3a0841d37
1036,2023-11-03 07:16:59,2023-11-03 07:16:59,1036,tumidjo,(466)692-2550,tumidjo@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,126000,trs-5014fd37-fb2f-4ddf-ac40-6142173f7576
1037,2023-11-03 07:16:59,2023-11-03 07:16:59,1037,sumarni,371.534.3503,sumarni@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,137000,trs-e0c10fbe-0a3a-44af-bb01-a5dfe13d57ab
1038,2023-11-03 07:16:59,2023-11-03 07:16:59,1038,aprilia rahmawati,(495)751-1130x6774,aprilia_rahmawati@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,145000,trs-787173a3-09ce-4d39-98b0-1c5d3799237e
1039,2023-11-03 07:16:58,2023-11-03 07:16:58,1039,febi ayu lestari,+1-571-268-8500x292,febi_ayu_lestari@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,33000,trs-f94f3535-ad4d-41f1-9f35-3b9357fd661d
1040,2023-11-03 07:16:58,2023-11-03 07:16:58,1040,gunawan,(949)993-7206x494,gunawan@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,247000,trs-1afb5a5f-7463-4e50-870c-dacd1d7d3a55
1041,2023-11-03 07:16:58,2023-11-03 07:16:58,1041,siti mudrikah,593.726.2452,siti_mudrikah@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,139000,trs-520dd4ca-b3f1-4fdc-a6fe-f146859c81b7
1042,2023-11-03 07:16:58,2023-11-03 07:16:58,1042,indarti,(546)685-1644,indarti@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,173000,trs-6c06441b-02b3-4224-8962-c8c21180f5ae
1043,2023-11-03 07:16:58,2023-11-03 07:16:58,1043,wahab maulana ramadhan,+1-437-289-5273,wahab_maulana_ramadhan@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,267000,trs-a5bf2d5f-eb93-4436-bcba-aa16a82a271a
1044,2023-11-03 07:16:58,2023-11-03 07:16:58,1044,haikal aziz kurniawan,901-325-5135,haikal_aziz_kurniawan@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,159000,trs-cef71e15-4037-4984-a1b2-c0b0ce102af4
1045,2023-11-03 07:16:58,2023-11-03 07:16:58,1045,ahmad tona,001-804-403-8035x774,ahmad_tona@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,167000,trs-3d7bc40d-127f-464c-b495-628d91a59299
1046,2023-11-03 07:16:58,2023-11-03 07:16:58,1046,sutomo,001-445-458-1549,sutomo@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,31900,trs-72a40a2a-5252-4170-80c5-6ee00dfa653e
1047,2023-11-03 07:16:58,2023-11-03 07:16:58,1047,mariyem,257-627-9007x0951,mariyem@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,99900,trs-c64079a7-8f11-45cf-8d90-e6aeca7d6f37
1048,2023-11-03 07:16:58,2023-11-03 07:16:58,1048,setio purwanto,+1-936-802-1376x085,setio_purwanto@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,169900,trs-e9ed9a42-1048-4ee4-843b-0b2aab0cb6e3
1049,2023-11-03 07:16:58,2023-11-03 07:16:58,1049,tri tugas,001-631-951-9012x306,tri_tugas@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,151900,trs-985eff86-a85f-4f5b-a0ed-86881847477a
1050,2023-11-03 07:16:58,2023-11-03 07:16:58,1050,tumiati,7354953761,tumiati@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,55900,trs-8a594484-aee2-4ad7-904e-dd8fad920648
1051,2023-11-03 07:16:58,2023-11-03 07:16:58,1051,hanifatun nasyroh,+1-220-404-6408x445,hanifatun_nasyroh@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,56500,trs-19be82d2-a423-4205-bf37-85d5791fc621
1052,2023-11-03 07:16:58,2023-11-03 07:16:58,1052,sutarman,349-626-3444x44267,sutarman@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,558500,trs-05109669-8d30-4e1e-b985-bebc8daca5ce
1053,2023-11-03 07:16:58,2023-11-03 07:16:58,1053,ponirah,+1-257-782-5755,ponirah@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,551500,trs-e319edec-52d0-44ba-ae7d-eae9e76382b1
1054,2023-11-03 07:16:58,2023-11-03 07:16:58,1054,slamet harianto,207.320.0625x6669,slamet_harianto@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,142500,trs-de6787d6-54c5-4a11-9975-4d27157109ab
1055,2023-11-03 07:16:58,2023-11-03 07:16:58,1055,sumarno,(892)614-1138,sumarno@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,195000,trs-ff909f4d-4fce-49df-95a1-c10f68c3debe
1056,2023-11-03 07:16:58,2023-11-03 07:16:58,1056,sunarti,(306)919-9846,sunarti@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,3030000,trs-fcc8704d-bcb8-4b34-81b3-745e962500ba
1057,2023-11-03 07:16:58,2023-11-03 07:16:58,1057,lukman wibowo. s,466.610.4193x692,lukman_wibowo._s@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,303000,trs-70bd29d9-00d2-4d55-840d-f2fffe8b84b3
1058,2023-11-03 07:16:58,2023-11-03 07:16:58,1058,iman wahyudi,+1-433-664-2974,iman_wahyudi@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,237000,trs-3ed397c7-aac1-4269-802a-d1e4b75c72c5
1059,2023-11-03 07:16:58,2023-11-03 07:16:58,1059,hariyono,(325)804-8940,hariyono@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,250000,trs-74bb2e1d-b997-46fc-922b-01ac2d9f7b5f
1060,2023-11-03 07:16:57,2023-11-03 07:16:57,1060,mami hernawati,001-233-996-8643x401,mami_hernawati@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,315000,trs-bed03e14-eb30-4931-8ee7-bb530e5b5a87
1061,2023-11-03 07:16:57,2023-11-03 07:16:57,1061,m. irfani,611-962-3137,m._irfani@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,116000,trs-ae52b069-01ac-4ebe-839c-d91101d05eb7
1062,2023-11-03 07:16:57,2023-11-03 07:16:57,1062,sagiyati,6605624209,sagiyati@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,36010,trs-360a19fb-d855-4db9-8cca-310efab47ee3
1063,2023-11-03 07:16:57,2023-11-03 07:16:57,1063,andi sofyan,(890)337-4011x21358,andi_sofyan@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,52900,trs-2c4b2235-9a96-454a-9dfe-ec2e0484c1ba
1064,2023-11-03 07:16:57,2023-11-03 07:16:57,1064,fita eviyana,265-845-3689,fita_eviyana@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,141500,trs-7ca5303b-5d61-426c-8ccc-5c5d6402cbb7
1065,2023-11-03 07:16:57,2023-11-03 07:16:57,1065,ahmad priyanto,(652)763-8290x811,ahmad_priyanto@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,44900,trs-eba4610c-ac1a-4538-adc4-b6da6c68ca3b
1066,2023-11-03 07:16:57,2023-11-03 07:16:57,1066,hadi wagiman,+1-897-481-4098,hadi_wagiman@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,892700,trs-6ebb6047-2aeb-485e-a8bf-a2ac51886003
